County,State,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
Glascock,GA,636,73,109,168,134,-2222,1,1,1
Glynn,GA,8467,1718,2032,4326,3627,2572692,1,1,1
Gordon,GA,11290,1290,1433,2986,2489,87152,1,1,1
Grady,GA,4748,550,783,1441,1258,62216,1,1,1
Greene,GA,3140,467,560,963,805,409042,1,1,1
Gwinnett,GA,58182,17829,15666,41823,35869,126340,2,1,1
Habersham,GA,7607,847,1135,2411,2061,41263,1,1,1
Hall,GA,30773,3586,3718,9590,8295,757772,1,1,1
Hancock,GA,2455,279,351,597,507,-2222,1,1,1
Haralson,GA,6970,704,1253,1703,1422,34015,1,1,1
Harris,GA,3973,581,582,1709,1417,80200,1,1,1
Hart,GA,4773,773,698,1482,1198,18353,1,1,1
Heard,GA,2476,303,478,665,570,12968178,1,1,1
Henry,GA,16629,4178,3112,9711,8555,63518,2,1,1
Houston,GA,12505,2923,2185,7370,6513,339405,1,1,1
Irwin,GA,2087,277,305,596,526,-2222,1,1,1
Jackson,GA,10948,1087,1496,3132,2658,164203,1,1,1
Jasper,GA,2600,310,379,784,668,111357,1,1,1
"Jeff Davis",GA,3091,407,481,763,642,-2222,1,1,1
Jefferson,GA,4428,601,685,977,844,22255,1,1,1
Jenkins,GA,2074,212,330,512,455,30922,1,1,1
Johnson,GA,2270,218,386,570,524,-2222,1,1,1
Jones,GA,3918,634,677,1617,1372,-2222,1,1,1
Lamar,GA,3131,509,615,993,845,76226,1,1,1
Lanier,GA,1592,157,231,447,391,-2222,1,1,1
Laurens,GA,9060,1239,1397,2783,2367,420517,1,1,1
Lee,GA,3637,571,637,1841,1679,1485,1,1,1
Liberty,GA,3918,1536,1527,2957,3028,543866,1,1,1
Lincoln,GA,1663,265,342,513,416,-2222,1,1,1
Long,GA,1691,243,314,615,568,-2222,1,1,1
Lowndes,GA,12908,2090,2112,5692,5434,2584591,1,1,1
Lumpkin,GA,4196,540,632,1467,1392,18710,1,1,1
McDuffie,GA,4652,752,735,1274,1089,296688,1,1,1
McIntosh,GA,2133,280,370,658,541,1120,1,1,1
Macon,GA,3234,472,580,813,709,700336,1,1,1
Madison,GA,5320,660,812,1646,1371,335,1,1,1
Marion,GA,1617,174,245,425,366,147108,1,1,1
Meriwether,GA,5122,771,950,1365,1161,106337,1,1,1
Miller,GA,1273,141,171,376,316,-2222,1,1,1
Mitchell,GA,5232,601,780,1415,1248,16684,1,1,1
Monroe,GA,3464,617,703,1448,1258,7099942,1,1,1
Montgomery,GA,1561,251,258,534,503,-2222,1,1,1
Morgan,GA,3032,396,560,1058,888,47613,1,1,1
Murray,GA,10205,952,1319,2395,2048,0,1,1,1
Muscogee,GA,23941,5193,5743,10673,9640,241914,1,1,1
Newton,GA,13816,2270,2040,5025,4394,139117,1,1,1
Oconee,GA,2518,520,709,1752,1550,13152,1,1,1
Oglethorpe,GA,2567,327,355,823,676,-2222,1,1,1
Paulding,GA,13361,2446,2207,6373,5573,5729,2,1,1
Peach,GA,3992,768,644,1485,1421,31632,1,1,1
Pickens,GA,5878,554,739,1766,1424,0,1,1,1
Pierce,GA,3360,388,701,1031,891,25480,1,1,1
Pike,GA,2615,420,436,972,838,-2222,1,1,1
Polk,GA,9615,1052,1405,2385,2022,265687,1,1,1
Pulaski,GA,1790,253,291,602,488,66357,1,1,1
Putnam,GA,3353,547,626,1232,991,13659321,1,1,1
Quitman,GA,707,64,91,150,121,0,1,1,1
Rabun,GA,2804,352,564,1012,801,1069,1,1,1
Randolph,GA,1706,210,212,426,385,44000,1,1,1
Richmond,GA,26394,6444,5305,11316,10262,11253898,2,1,1
Rockdale,GA,8762,2261,1759,4609,4062,11366,2,1,1
Schley,GA,790,114,142,242,210,10621,1,1,1
Screven,GA,3256,392,514,911,808,944,1,1,1
Seminole,GA,1943,231,238,552,465,-2222,1,1,1
Spalding,GA,12648,2117,1589,3578,3053,131881,1,1,1
Stephens,GA,4821,777,772,1529,1297,191849,1,1,1
Stewart,GA,1227,183,165,297,241,-2222,1,1,1
Sumter,GA,6094,1023,1024,1902,1718,447110,1,1,1
Talbot,GA,1625,215,248,412,333,-2222,1,1,1
Taliaferro,GA,558,58,55,114,92,-2222,1,1,1
Tattnall,GA,5144,574,724,1424,1235,0,1,1,1
Taylor,GA,2074,259,338,526,455,1843,1,1,1
Telfair,GA,3279,345,438,839,713,-2222,1,1,1
Terrell,GA,2365,325,369,619,544,113155,1,1,1
Thomas,GA,7705,1040,1535,2671,2289,6611,1,1,1
Tift,GA,8116,1032,1060,2368,2123,83082,1,1,1
Toombs,GA,5616,819,908,1578,1368,26,1,1,1
Towns,GA,1893,195,366,678,530,-2222,1,1,1
Treutlen,GA,1652,205,271,404,357,-2222,1,1,1
Troup,GA,10592,2166,1892,3622,3173,297165,1,1,1
Turner,GA,1891,338,288,544,484,-2222,1,1,1
Twiggs,GA,2483,340,404,624,537,-2222,1,1,1
Union,GA,3706,397,653,1282,1008,-2222,1,1,1
Upson,GA,6116,823,1129,1671,1411,62662,1,1,1
Walker,GA,14454,1608,2632,3925,3233,85453,1,1,1
Walton,GA,12960,1679,1708,4458,3795,35682,1,1,1
Ware,GA,6698,879,1561,2067,1751,257922,1,1,1
Warren,GA,1711,270,228,365,308,4,1,1,1
Washington,GA,4144,588,575,1198,1032,0,1,1,1
Wayne,GA,5628,733,824,1700,1424,4722575,1,1,1
Webster,GA,603,73,71,140,113,-2222,1,1,1
Wheeler,GA,1469,166,286,429,366,-2222,1,1,1
White,GA,3963,490,654,1488,1225,0,1,1,1
Whitfield,GA,20823,2271,2913,5150,4426,903196,1,1,1
Wilcox,GA,1916,220,244,548,450,-2222,1,1,1
Wilkes,GA,2514,319,349,646,524,12121,1,1,1
Wilkinson,GA,1954,271,344,603,511,-2222,1,1,1
Worth,GA,4544,582,692,1304,1113,-2222,1,1,1
Hawaii,HI,16598,2673,4503,8436,10922,388592,1,1,1
Honolulu,HI,91741,12197,13613,46831,58004,2356299,1,1,1
Kalawao,HI,66,-2222,3,7,6,-2222,1,1,1
Kauai,HI,6968,884,836,3192,3949,23019,1,1,1
Maui,HI,15626,1990,2147,7191,8756,338276,1,1,1
Ada,ID,20528,5895,9714,21824,14631,231432,2,1,1
Adams,ID,495,146,136,247,155,-2222,1,1,1
Bannock,ID,5774,1564,2588,4795,3546,43730,1,1,1
"Bear Lake",ID,555,125,106,386,277,-2222,1,1,1
Benewah,ID,1258,306,216,598,381,572,1,1,1
Bingham,ID,4863,792,1397,2562,1930,63664,1,1,1
Blaine,ID,1459,384,389,1402,858,5,1,1,1
Boise,ID,711,158,222,498,317,-2222,1,1,1
Bonner,ID,4101,999,1636,2735,1742,1088,1,1,1
Bonneville,ID,6729,1432,1647,5542,3988,0,1,1,1
Boundary,ID,1389,329,342,677,450,49,1,1,1
Butte,ID,315,61,100,175,116,1136337,1,1,1
Camas,ID,86,24,21,71,45,-2222,1,1,1
Canyon,ID,23727,3226,3957,9885,7077,608278,1,1,1
Caribou,ID,601,174,160,444,307,4413620,1,1,1
Cassia,ID,2858,466,504,1252,922,2396305,1,1,1
Clark,ID,201,27,20,56,41,-2222,1,1,1
Clearwater,ID,1220,308,359,578,345,-2222,1,1,1
Custer,ID,456,129,98,277,169,768991,1,1,1
Elmore,ID,2243,523,712,1757,1235,14,1,1,1
Franklin,ID,823,189,210,710,538,-2222,1,1,1
Fremont,ID,1429,244,225,729,525,-2222,1,1,1
Gem,ID,2199,338,379,1043,697,10,1,1,1
Gooding,ID,2490,250,411,890,604,855900,1,1,1
Idaho,ID,1853,459,544,1055,681,16,1,1,1
Jefferson,ID,1885,338,482,1258,977,-2222,1,1,1
Jerome,ID,2986,355,487,1183,829,550685,1,1,1
Kootenai,ID,10726,2819,4502,8205,5447,189504,1,1,1
Latah,ID,1783,619,593,2306,1956,15,1,1,1
Lemhi,ID,971,237,388,530,333,-2222,1,1,1
Lewis,ID,412,59,131,248,155,6,1,1,1
Lincoln,ID,626,107,98,276,197,227675,1,1,1
Madison,ID,1418,360,499,1759,1936,5,1,1,1
Minidoka,ID,3021,556,628,1151,818,1216705,1,1,1
"Nez Perce",ID,3715,817,1144,2511,1646,1727631,1,1,1
Oneida,ID,350,54,97,262,188,-2222,1,1,1
Owyhee,ID,2227,117,302,677,471,31826076,1,1,1
Payette,ID,3559,686,621,1366,938,25787,1,1,1
Power,ID,1169,172,248,463,337,325226,1,1,1
Shoshone,ID,2094,434,533,888,529,19493537,1,1,1
Teton,ID,582,123,165,444,302,-2222,1,1,1
"Twin Falls",ID,8232,1312,2193,4366,3013,423207,1,1,1
Valley,ID,659,213,213,568,353,-2222,1,1,1
Washington,ID,1577,258,401,649,421,-2222,1,1,1
Adams,IL,7321,1422,1457,3659,4034,1122112,1,1,1
Alexander,IL,1981,301,214,479,513,387443,1,1,1
Bond,IL,3306,497,307,1009,1139,3957,1,1,1
Boone,IL,6163,1555,786,2654,3081,118429,1,1,1
Brown,IL,1775,128,120,406,454,-2222,1,1,1
Bureau,IL,3848,956,620,1936,2052,11676,1,1,1
Calhoun,IL,731,157,154,292,307,-2222,1,1,1
Carroll,IL,1876,500,240,904,959,326,1,1,1
Cass,IL,1850,370,221,750,813,2122406,1,1,1
Champaign,IL,9434,3998,2188,10137,14335,101095,1,1,1
Christian,IL,4615,978,730,1949,2076,3760666,1,1,1
Clark,IL,2326,466,312,936,1006,4862,1,1,1
Clay,IL,2346,416,320,779,822,5326,1,1,1
Clinton,IL,5489,905,692,2000,2233,-2222,1,1,1
Coles,IL,5138,1245,892,2894,3951,853648,1,1,1
Cook,IL,767904,167659,109005,280843,312195,12221689,1,1,1
Crawford,IL,2869,567,373,1124,1211,893256,1,1,1
Cumberland,IL,1463,299,256,597,653,-2222,1,1,1
DeKalb,IL,6874,2808,1292,5329,7547,68844,1,1,1
"De Witt",IL,1873,459,406,910,965,-2222,1,1,1
Douglas,IL,2708,496,306,1061,1162,697042,1,1,1
DuPage,IL,61088,24496,12450,49336,53909,868607,1,1,1
Edgar,IL,2495,543,391,1076,1143,107655,1,1,1
Edwards,IL,843,165,100,379,393,-2222,1,1,1
Effingham,IL,3717,1037,531,1828,2055,48940,1,1,1
Fayette,IL,4121,680,391,1211,1326,0,1,1,1
Ford,IL,1337,352,220,772,833,440059,1,1,1
Franklin,IL,6469,1248,1202,2217,2329,680276,1,1,1
Fulton,IL,5748,1066,951,2132,2250,335674,1,1,1
Gallatin,IL,1150,171,177,345,356,-2222,1,1,1
Greene,IL,2078,404,362,794,863,-2222,1,1,1
Grundy,IL,3789,1618,673,2378,2677,1484339,1,1,1
Hamilton,IL,1510,218,197,462,473,-2222,1,1,1
Hancock,IL,1910,511,446,1069,1131,0,1,1,1
Hardin,IL,1086,132,148,272,276,238720,1,1,1
Henderson,IL,1002,236,232,456,474,-2222,1,1,1
Henry,IL,5352,1274,765,2789,3018,19682,1,1,1
Iroquois,IL,4106,767,561,1686,1823,187267,1,1,1
Jackson,IL,4765,1466,1103,3303,4858,38907,1,1,1
Jasper,IL,1184,308,172,548,594,2227948,1,1,1
Jefferson,IL,6339,1052,950,2235,2435,19985,1,1,1
Jersey,IL,2600,619,447,1242,1427,-2222,1,1,1
"Jo Daviess",IL,2638,555,400,1277,1315,1541718,1,1,1
Johnson,IL,3051,318,254,766,838,-2222,1,1,1
Kane,IL,58483,14138,5767,24413,28425,557207,1,1,1
Kankakee,IL,13920,3361,1910,5710,6570,832945,1,1,1
Kendall,IL,5089,1931,1135,4175,4840,67737,1,1,1
Knox,IL,6683,1921,1216,2980,3209,94932,1,1,1
Lake,IL,58614,16165,9449,36015,41644,668138,1,1,1
"La Salle",IL,14127,3486,2520,6146,6671,3143784,1,1,1
Lawrence,IL,2102,427,469,907,961,0,1,1,1
Lee,IL,4860,925,561,1991,2167,81371,1,1,1
Livingston,IL,5752,939,711,2139,2348,53627,1,1,1
Logan,IL,4005,751,748,1718,1976,369637,1,1,1
McDonough,IL,2245,717,560,1841,2830,69753,1,1,1
McHenry,IL,20973,8354,4390,15814,17884,221339,1,1,1
McLean,IL,8574,3513,2108,8625,11629,351405,1,1,1
Macon,IL,12240,3271,3860,5965,6624,7163343,1,1,1
Macoupin,IL,5984,1423,886,2718,2969,0,1,1,1
Madison,IL,27480,7435,4467,14404,16119,11328080,1,1,1
Marion,IL,5688,1192,980,2182,2340,85518,1,1,1
Marshall,IL,1375,311,226,736,780,345218,1,1,1
Mason,IL,2161,519,272,868,933,935955,1,1,1
Massac,IL,2496,392,626,848,888,815022,1,1,1
Menard,IL,1016,312,294,697,753,0,1,1,1
Mercer,IL,1777,491,333,939,990,-2222,1,1,1
Monroe,IL,2670,718,479,1702,1877,418,1,1,1
Montgomery,IL,4819,937,641,1699,1820,8040146,1,1,1
Morgan,IL,4787,982,821,1990,2262,1401777,1,1,1
Moultrie,IL,2074,336,258,793,860,191329,1,1,1
Ogle,IL,6161,1397,819,2941,3239,1313313,1,1,1
Peoria,IL,19008,4619,3195,9711,11026,31953727,1,1,1
Perry,IL,4336,692,394,1283,1412,226814,1,1,1
Piatt,IL,1304,372,269,920,969,30119,1,1,1
Pike,IL,2404,436,335,955,1025,1872996,1,1,1
Pope,IL,716,129,105,243,268,-2222,1,1,1
Pulaski,IL,1265,245,210,359,415,43,1,1,1
Putnam,IL,688,176,92,339,359,284186,1,1,1
Randolph,IL,6513,845,544,1871,2061,2113332,1,1,1
Richland,IL,1805,417,375,871,926,-2222,1,1,1
"Rock Island",IL,17247,3657,2643,8078,8843,3179712,1,1,1
"St. Clair",IL,31801,7574,4461,13727,15710,2228121,1,1,1
Saline,IL,4257,732,819,1431,1548,-2222,1,1,1
Sangamon,IL,15502,4859,4099,10486,11258,1084384,1,1,1
Schuyler,IL,821,208,215,397,408,-2222,1,1,1
Scott,IL,635,178,108,299,314,-2222,1,1,1
Shelby,IL,2629,599,511,1227,1306,7,1,1,1
Stark,IL,708,171,119,340,356,56,1,1,1
Stephenson,IL,5195,1359,701,2614,2788,200265,1,1,1
Tazewell,IL,13357,3225,1991,7173,7654,4229510,1,1,1
Union,IL,3185,542,535,1014,1077,500,1,1,1
Vermilion,IL,11809,2428,1698,4451,4780,5340930,1,1,1
Wabash,IL,1545,382,208,697,747,-2222,1,1,1
Warren,IL,2040,518,290,969,1124,24396,1,1,1
Washington,IL,2092,387,237,820,908,30205,1,1,1
Wayne,IL,2901,419,297,935,983,0,1,1,1
White,IL,2771,390,339,876,909,8423,1,1,1
Whiteside,IL,8220,1746,884,3268,3495,4592840,1,1,1
Will,IL,52686,17894,6412,33167,38442,5328100,1,1,1
Williamson,IL,8923,1712,1692,3557,3783,715645,1,1,1
Winnebago,IL,35276,9120,3534,15380,16951,1821297,1,1,1
Woodford,IL,2981,742,546,2029,2319,1202,1,1,1
Adams,IN,4071,811,590,2098,1449,1305603,1,1,1
Allen,IN,31058,9435,10372,22202,14696,1862819,1,1,1
Bartholomew,IN,7910,1809,1533,4873,3039,307327,1,1,1
Benton,IN,812,242,187,594,379,-2222,1,1,1
Blackford,IN,1775,487,481,947,580,62907,1,1,1
Boone,IN,3935,1062,1361,3426,2244,17063,1,1,1
Brown,IN,1751,453,314,1064,644,-2222,1,1,1
Carroll,IN,2302,538,441,1379,870,52225,1,1,1
Cass,IN,4804,1120,1072,2674,1706,509074,1,1,1
Clark,IN,13755,2790,2493,6882,4288,397616,1,1,1
Clay,IN,3169,917,733,1817,1172,18882,1,1,1
Clinton,IN,4382,969,926,2236,1455,518426,1,1,1
Crawford,IN,2229,413,341,759,478,10,1,1,1
Daviess,IN,5439,615,727,1946,1275,386033,1,1,1
Dearborn,IN,5842,1479,1298,3267,2093,4516227,1,1,1
Decatur,IN,3465,644,523,1660,1040,173547,1,1,1
"De Kalb",IN,4120,1377,919,2721,1766,22664067,1,1,1
Delaware,IN,13121,3753,3587,8002,6006,851047,1,1,1
Dubois,IN,5310,870,725,2712,1739,549427,1,1,1
Elkhart,IN,29585,4699,3628,12472,8349,3096185,1,1,1
Fayette,IN,4457,929,664,1694,1042,8768,1,1,1
Floyd,IN,8476,1964,1724,4835,3058,3320482,1,1,1
Fountain,IN,2275,488,574,1171,722,96094,1,1,1
Franklin,IN,3614,764,453,1539,1007,10574,1,1,1
Fulton,IN,2774,560,487,1390,858,58888,1,1,1
Gibson,IN,4266,851,709,2264,1435,14471544,1,1,1
Grant,IN,9494,2792,1836,4777,3243,272820,1,1,1
Greene,IN,4727,1096,811,2276,1416,77,1,1,1
Hamilton,IN,8713,3967,3950,15309,10183,130728,1,1,1
Hancock,IN,5101,1413,1332,4227,2701,255461,1,1,1
Harrison,IN,4872,1224,833,2498,1588,219871,1,1,1
Hendricks,IN,9534,2580,2383,8464,5595,4320360,1,1,1
Henry,IN,6657,1576,1222,3232,1955,927242,1,1,1
Howard,IN,9447,2582,3325,5656,3518,315063,1,1,1
Huntington,IN,3781,1154,700,2568,1673,316031,1,1,1
Jackson,IN,5700,1079,909,2822,1753,169131,1,1,1
Jasper,IN,3588,845,661,2111,1431,4081595,1,1,1
Jay,IN,3059,632,551,1410,879,18609,1,1,1
Jefferson,IN,4103,913,992,2204,1436,4834572,1,1,1
Jennings,IN,4412,945,832,1863,1196,36422,1,1,1
Johnson,IN,11940,2946,2722,8499,5558,45371,1,1,1
Knox,IN,4632,964,1023,2610,1736,464423,1,1,1
Kosciusko,IN,9052,1801,1391,4991,3234,2092367,1,1,1
Lagrange,IN,8424,871,695,2220,1591,117604,1,1,1
Lake,IN,61294,13921,8421,32382,21160,50248279,2,1,1
"La Porte",IN,14440,3216,2032,7514,4729,1347657,1,1,1
Lawrence,IN,7265,1734,1508,3170,1905,19880,1,1,1
Madison,IN,17601,4177,3114,8885,5530,92360,1,1,1
Marion,IN,102317,26086,24591,56153,35928,18593011,1,1,1
Marshall,IN,6108,1187,851,3064,2000,1310899,1,1,1
Martin,IN,1860,282,294,706,421,154270,1,1,1
Miami,IN,4330,1094,714,2391,1499,19700,1,1,1
Monroe,IN,7834,3065,2434,8591,7415,435426,1,1,1
Montgomery,IN,3599,920,1118,2559,1661,26316268,1,1,1
Morgan,IN,8893,1841,1897,4634,2946,639383,1,1,1
Newton,IN,2065,383,310,986,633,139456,1,1,1
Noble,IN,6849,1474,1030,3064,2020,586002,1,1,1
Ohio,IN,874,164,137,409,257,-2222,1,1,1
Orange,IN,3477,684,612,1328,830,118625,1,1,1
Owen,IN,3874,708,554,1556,990,-2222,1,1,1
Parke,IN,2366,519,537,1205,735,-2222,1,1,1
Perry,IN,3293,566,396,1337,846,3232718,1,1,1
Pike,IN,2166,351,366,881,534,7220038,1,1,1
Porter,IN,12035,3761,3028,10666,7111,3244847,1,1,1
Posey,IN,2790,649,641,1815,1177,4603423,1,1,1
Pulaski,IN,1855,353,321,932,604,77164,1,1,1
Putnam,IN,4426,1190,742,2527,1778,302944,1,1,1
Randolph,IN,3681,973,637,1807,1119,62260,1,1,1
Ripley,IN,3794,783,639,1817,1171,399702,1,1,1
Rush,IN,2426,456,870,1175,729,13101,1,1,1
"St. Joseph",IN,29067,7116,3559,17436,12104,883724,1,1,1
Scott,IN,4528,705,835,1596,1013,51139,1,1,1
Shelby,IN,5874,1202,871,2927,1854,821650,1,1,1
Spencer,IN,2583,612,413,1387,882,31733494,1,1,1
Starke,IN,4182,757,800,1519,982,1807,1,1,1
Steuben,IN,3449,1063,721,2267,1502,62107,1,1,1
Sullivan,IN,2870,687,650,1513,948,3080434,1,1,1
Switzerland,IN,1882,268,235,657,414,26400,1,1,1
Tippecanoe,IN,10365,3660,3741,10487,8929,1237754,1,1,1
Tipton,IN,1815,463,334,1117,691,41593,1,1,1
Union,IN,966,218,217,486,311,22140,1,1,1
Vanderburgh,IN,19121,4790,4061,11725,7726,272097,2,1,1
Vermillion,IN,2129,593,448,1134,698,4949501,1,1,1
Vigo,IN,12392,3391,2153,6964,4852,3009495,1,1,1
Wabash,IN,4126,1166,787,2319,1518,11097623,1,1,1
Warren,IN,898,207,175,594,370,-2222,1,1,1
Warrick,IN,5137,1366,1367,3790,2427,11444448,1,1,1
Washington,IN,4599,868,576,1867,1193,96224,1,1,1
Wayne,IN,10129,2351,1731,4704,2993,1250208,1,1,1
Wells,IN,2333,717,479,1877,1226,27557,1,1,1
White,IN,2949,721,490,1646,1019,111961,1,1,1
Whitley,IN,2932,891,614,2160,1393,5205695,1,1,1
Adair,IA,695,191,132,464,278,28744,1,1,1
Adams,IA,482,113,91,250,146,22874,1,1,1
Allamakee,IA,1908,452,233,847,531,402746,1,1,1
Appanoose,IA,1782,362,367,792,496,24444,1,1,1
Audubon,IA,794,166,102,372,229,-2222,1,1,1
Benton,IA,2227,726,372,1530,1007,0,1,1,1
"Black Hawk",IA,10849,3415,2279,7286,5428,971553,1,1,1
Boone,IA,2031,574,498,1537,985,812,1,1,1
Bremer,IA,1911,537,374,1368,982,177,1,1,1
Buchanan,IA,2140,566,487,1162,770,60242,1,1,1
"Buena Vista",IA,2414,428,362,1124,803,48934,1,1,1
Butler,IA,1909,418,237,880,538,482,1,1,1
Calhoun,IA,1112,224,184,624,373,21109,1,1,1
Carroll,IA,2350,404,303,1197,765,1504540,1,1,1
Cass,IA,1434,381,295,837,510,53147,1,1,1
Cedar,IA,1575,432,310,1055,656,163265,1,1,1
"Cerro Gordo",IA,4030,1253,1124,2583,1569,566285,1,1,1
Cherokee,IA,1097,337,248,718,436,26546,1,1,1
Chickasaw,IA,1436,363,183,719,457,6616,1,1,1
Clarke,IA,978,262,139,518,327,5610,1,1,1
Clay,IA,1433,416,285,979,599,114604,1,1,1
Clayton,IA,2236,672,291,1061,659,72270,1,1,1
Clinton,IA,4921,1396,919,2841,1812,3372705,1,1,1
Crawford,IA,2411,381,262,946,627,132721,1,1,1
Dallas,IA,3575,965,696,2926,2028,316729,1,1,1
Davis,IA,1221,239,138,484,313,5336,1,1,1
Decatur,IA,985,216,148,499,392,-2222,1,1,1
Delaware,IA,1804,508,269,1013,667,10574,1,1,1
"Des Moines",IA,4058,1248,816,2328,1414,146348,1,1,1
Dickinson,IA,1322,463,280,995,586,5301,1,1,1
Dubuque,IA,8989,2371,1068,5156,3465,247564,1,1,1
Emmet,IA,1257,288,332,603,408,104173,1,1,1
Fayette,IA,2238,604,345,1232,792,36575,1,1,1
Floyd,IA,1622,482,351,946,584,372350,1,1,1
Franklin,IA,1216,286,173,618,374,100624,1,1,1
Fremont,IA,821,172,110,446,271,9157,1,1,1
Greene,IA,999,252,138,576,363,15,1,1,1
Grundy,IA,1170,278,206,717,452,0,1,1,1
Guthrie,IA,1184,284,166,673,418,93097,1,1,1
Hamilton,IA,1445,367,373,929,568,62803,1,1,1
Hancock,IA,1171,312,190,681,426,216499,1,1,1
Hardin,IA,1779,455,258,1036,663,179187,1,1,1
Harrison,IA,1663,412,358,908,566,71,1,1,1
Henry,IA,1938,568,398,1172,763,39563,1,1,1
Howard,IA,1406,248,165,555,344,2798,1,1,1
Humboldt,IA,965,209,171,582,360,15085,1,1,1
Ida,IA,786,172,97,430,264,15903,1,1,1
Iowa,IA,1437,418,260,911,576,2440,1,1,1
Jackson,IA,2628,640,492,1171,733,1,1,1,1
Jasper,IA,3498,1192,624,2169,1330,156252,1,1,1
Jefferson,IA,1349,423,247,948,600,35,1,1,1
Johnson,IA,4337,2471,1421,6846,5924,201622,1,1,1
Jones,IA,2113,543,331,1203,772,96206,1,1,1
Keokuk,IA,1239,300,296,638,398,-2222,1,1,1
Kossuth,IA,1641,392,278,936,578,83822,1,1,1
Lee,IA,4278,1257,575,2119,1276,3456310,1,1,1
Linn,IA,12588,5300,2881,11134,7179,2606179,1,1,1
Louisa,IA,1634,308,234,658,412,2304229,1,1,1
Lucas,IA,1407,266,184,555,351,-2222,1,1,1
Lyon,IA,1672,206,170,651,424,4,1,1,1
Madison,IA,1275,395,240,853,547,6425,1,1,1
Mahaska,IA,2597,544,419,1267,845,66678,1,1,1
Marion,IA,3523,740,625,1877,1278,487277,1,1,1
Marshall,IA,4745,1072,724,2221,1401,141346,1,1,1
Mills,IA,1738,359,468,863,562,-2222,1,1,1
Mitchell,IA,1173,242,149,618,387,23,1,1,1
Monona,IA,1267,290,166,560,330,-2222,1,1,1
Monroe,IA,972,213,147,447,277,1066979,1,1,1
Montgomery,IA,1464,279,181,647,381,9216,1,1,1
Muscatine,IA,5618,1000,820,2382,1549,10225337,1,1,1
O'Brien,IA,1959,315,237,840,519,141400,1,1,1
Osceola,IA,887,151,106,383,236,110553,1,1,1
Page,IA,1678,342,226,954,593,-2222,1,1,1
"Palo Alto",IA,1078,219,202,559,368,180854,1,1,1
Plymouth,IA,2106,542,486,1401,922,100,1,1,1
Pocahontas,IA,765,179,119,465,280,37434,1,1,1
Polk,IA,31298,9932,5232,22249,14321,891577,1,1,1
Pottawattamie,IA,9697,2624,1993,5041,3258,3335713,1,1,1
Poweshiek,IA,1664,498,286,1102,783,25196,1,1,1
Ringgold,IA,642,119,110,307,186,-2222,1,1,1
Sac,IA,1188,249,231,619,380,-2222,1,1,1
Scott,IA,14582,4250,2842,8983,5965,813333,1,1,1
Shelby,IA,1185,287,189,727,451,0,1,1,1
Sioux,IA,3763,582,386,1770,1408,91019,1,1,1
Story,IA,2851,1527,1249,4757,4542,556156,1,1,1
Tama,IA,1910,540,411,1006,644,16,1,1,1
Taylor,IA,794,140,125,384,229,35012,1,1,1
Union,IA,1090,340,215,693,411,60686,1,1,1
"Van Buren",IA,948,211,163,452,281,750,1,1,1
Wapello,IA,4560,1134,691,2057,1319,1006126,1,1,1
Warren,IA,2830,970,579,2431,1679,-2222,1,1,1
Washington,IA,2566,502,299,1207,756,135,1,1,1
Wayne,IA,755,156,162,384,234,7,1,1,1
Webster,IA,4107,924,738,2208,1489,458520,1,1,1
Winnebago,IA,1003,292,164,656,421,48051,1,1,1
Winneshiek,IA,2116,553,291,1242,980,2794,1,1,1
Woodbury,IA,12269,2887,2984,5560,3731,6608454,1,1,1
Worth,IA,780,230,213,452,270,160215,1,1,1
Wright,IA,1494,333,196,784,477,579347,1,1,1
Allen,KS,1572,395,403,871,686,76163,1,1,1
Anderson,KS,1007,237,155,515,396,64640,1,1,1
Atchison,KS,1612,481,229,1045,923,561080,1,1,1
Barber,KS,495,97,82,326,249,6,1,1,1
Barton,KS,3317,597,320,1759,1393,96774,1,1,1
Bourbon,KS,1562,444,307,938,756,29154,1,1,1
Brown,KS,1058,276,181,644,497,4000,1,1,1
Butler,KS,5147,1768,998,3857,3198,513754,1,1,1
Chase,KS,267,72,51,195,149,-2222,1,1,1
Chautauqua,KS,549,104,76,271,208,-2222,1,1,1
Cherokee,KS,2869,731,627,1345,1031,3132243,1,1,1
Cheyenne,KS,309,69,44,194,139,-2222,1,1,1
Clark,KS,199,42,28,146,109,-2222,1,1,1
Clay,KS,784,199,150,563,429,-2222,1,1,1
Cloud,KS,962,211,117,634,509,250,1,1,1
Coffey,KS,770,294,144,552,431,-2222,1,1,1
Comanche,KS,123,29,27,128,89,-2222,1,1,1
Cowley,KS,3331,1003,577,2192,1826,42290,1,1,1
Crawford,KS,3691,1120,596,2441,2221,28220,1,1,1
Decatur,KS,314,57,179,211,152,-2222,1,1,1
Dickinson,KS,1797,476,352,1228,941,13408,1,1,1
Doniphan,KS,1019,281,124,488,403,8685,1,1,1
Douglas,KS,4409,2517,1071,6723,7285,1355999,2,1,1
Edwards,KS,427,61,40,210,156,-2222,1,1,1
Elk,KS,448,79,86,206,151,-2222,1,1,1
Ellis,KS,2114,578,337,1741,1643,231,1,1,1
Ellsworth,KS,697,132,116,431,326,20,1,1,1
Finney,KS,7283,838,511,2143,1890,2693572,1,1,1
